uid	title	imgURL	caption	impression	problems
Implant226	Smith & Nephew IMHS	http://orthopaediclist.com/images/uploaded/11-09-2001 Lat 12 wks PO67141-opt.jpg	IMHS Intramedullary Hip Screw (LAT) for medullary fixation of intertrochanteric hip fractures. Screw slides through sleeve in rod.	NA	NA
Implant4203	Smith & Nephew InterTAN Nail	http://orthopaediclist.com/images/uploaded/AP Itan78831-opt.jpg	InterTAN Long Nail, Femoral Neck/Shaft Fracture	NA	NA
Implant4206	Smith & Nephew InterTan Nail	http://orthopaediclist.com/images/uploaded/Lat FemNeck5455-opt.jpg	InterTAN Long Nail re Femoral Neck/Shaft Fx, lateral view	NA	NA
Implant4223	Smith & Nephew Journey	http://orthopaediclist.com/images/uploaded/evb_HUNDLEY,JAMES DKNEE, SUNRISE  LOW-EXM1256049664000_1_1(2)98093-opt.jpg	Journey Bi-Cruciate Stabilized Knee: AP View	NA	NA
Implant609	Smith & Nephew Journey	http://orthopaediclist.com/images/uploaded/Journey AP View 2007011838960-opt.jpg	Journey Knee	NA	NA
Implant610	Smith & Nephew Journey	http://orthopaediclist.com/images/uploaded/Journey Flex Lat 2007011828238-opt.jpg	Journey Knee	NA	NA
Implant4224	Smith & Nephew Journey Bi-Cruciate	http://orthopaediclist.com/images/uploaded/evb_HUNDLEY,JAMES DKNEE, SUNRISE  LOW-EXM1256049664000_2_122337-opt.jpg	Journey Bi-Cruciate Stabilized Knee:  Lateral View	NA	NA
Implant4225	Smith & Nephew Journey Bi-Cruciate	http://orthopaediclist.com/images/uploaded/evb_HUNDLEY,JAMES DKNEE, SUNRISE  LOW-EXM1256049664000_3_145575-opt.jpg	Journey Bi-Cruciate Stabilized Knee:  Tangential View.	NA	NA
Implant4200	Smith & Nephew Legion	http://orthopaediclist.com/images/uploaded/AP SN74606-opt.jpg	Legion Revision TKA System, AP View	NA	NA
Implant4201	Smith & Nephew Legion	http://orthopaediclist.com/images/uploaded/Lat SN61341-opt.jpg	Legion Revision TKA System, lateral view	NA	NA
Implant400	Smith & Nephew Optifix & Modular Stem	http://orthopaediclist.com/images/uploaded/KE-199979147-opt.jpg	Optifix plus Richards Modular Hip with 14/16 taper neck.	NA	NA
Implant4279	Smith & Nephew Profix	http://orthopaediclist.com/images/uploaded/profil lateral2406-opt.jpg	Profix	NA	NA
Implant4281	Smith & Nephew Profix	http://orthopaediclist.com/images/uploaded/Profix35031-opt.jpg	Profix	NA	NA
Implant2	Smith & Nephew Reflection Cup & Spectron Stem	http://orthopaediclist.com/images/uploaded/Hip_SmithNeph-opt.jpg	Reflection Interfit Acetabular Shell (porous); Spectron EF Femoral Stem (cemented).  [Special device needed to remove pegs from acetabular shell.]	NA	NA
Implant71	Smith & Nephew SP-3 Cup	http://orthopaediclist.com/images/uploaded/AP Edited-opt.jpg	SP-3 Porous Acetabular Component with Morse taper pegs (Need special removal device for pegs.)  Spectron EF Femoral Component, cemented.	NA	NA
Implant110	Smith & Nephew SP3 Cup & Synergy Stem	http://orthopaediclist.com/images/uploaded/Fisher 20040304-opt.jpg	SP3 Porous Reflection Acetabular Shell with Pegs.  Synergy porous femoral stem.  32 mm Oxinium femoral head.  [Note:  Pegs require special removal instruments.]	NA	NA
Implant187	Smith & Nephew Trigen Nail	http://orthopaediclist.com/images/uploaded/Smith and Nephew Short Trochanteric Nail 2004071581876-opt.jpg	Trigen Short Trochanteric Nail, 11.5 mm	NA	NA
Implant4207	Smith & Nephew Trigen Nail	http://orthopaediclist.com/images/uploaded/DSC0224684876-opt.jpg	"I don't know what Nail this is.  Was placed at Mt. Sinai in 2001.  Need to get it out for total hip replacement.Identified by Dennis Blackburn, DO of Santa Maria, CA on 5/20/2010:  ""This appears to be a Trigen TAN Nail from Smith & Nephew."""	NA	NA
Implant397	Smith-Petersen Nail & McLaughlin Side Plate	http://orthopaediclist.com/images/uploaded/Smith-Petersen Nail with McLaughlin Side Plate Disassembled15770-opt.jpg	Smith-Petersen Nail with McLaughlin Side Plate, disassembled, ex vivo	NA	NA
Implant399	Smith-Petersen Nail & Side Plate	http://orthopaediclist.com/images/uploaded/Smith-Petersen Nail and Side Plate Dissembled91445-opt.jpg	Smith-Petersen Nail and Side Plate, disassembled, ex vivo	NA	NA
Implant398	Smith-Petersen Nail and Side Plate	http://orthopaediclist.com/images/uploaded/Smith-Petersen Nail and Side Plate Intact4363-opt.jpg	Smith-Petersen Nail and Side Plate, assembled, ex vivo	NA	NA
Implant396	Smith-Petersen Nail, McLaughlin Side Plate	http://orthopaediclist.com/images/uploaded/Smith-Petersen Nail with McLaughlin Side Plate Intact82247-opt.jpg	Smith-Petersen Nail with McLaughlin Side Plate, assembled, ex vivo	NA	NA
Implant52	Sofamor-Danek	http://orthopaediclist.com/images/uploaded/IMG_0072-opt.jpg	TSRH 3-D and PEEK PLIF cages with tantalum markers (Sofamor-Danek)	NA	NA
Implant86	Solar Total Elbow Prosthesis	http://orthopaediclist.com/images/uploaded/Acclaim TEA  xray 2-opt.jpg	Solar Total Elbow Prosthesis, Lateral View	NA	NA
Implant87	Solar Total Elbow Prosthesis	http://orthopaediclist.com/images/uploaded/Acclaim TEA xray ap-opt.jpg	Solar Total Elbow Prosthesis, AP View	NA	NA
Implant95	Souter-Strathclyde Total Elbow Prosthesis	http://orthopaediclist.com/images/uploaded/GSB  7 year xray-opt.jpg	Souter-Strathclyde, by Stryker (UK)	NA	NA
Implant197	Spine, Cervical:  Medtronic Atlantis	http://orthopaediclist.com/images/uploaded/cspine35632-opt.jpg	Atlantis anterior Plate and Vertex lateral mass screws	NA	NA
Implant198	Spine, Cervical:  Medtronic Vertex	http://orthopaediclist.com/images/uploaded/csp31106-opt.jpg	Vertex lateral mass screws	NA	NA
Implant41	Spine, Cervical:  Synthes CSLP	http://orthopaediclist.com/images/uploaded/synthesCplate-opt.jpg	Synthes CSLP Cervical Locking Plate	NA	NA
Implant394	Spine, Cervical:  Synthes Syncage and ACS Plate	http://orthopaediclist.com/images/uploaded/IMG_130912874-opt.jpg	Syncage and ACCS plate	NA	NA
Implant395	Spine, Cervical:  Synthes Syncage and ACS Plate	http://orthopaediclist.com/images/uploaded/IMG_131035066-opt.jpg	Syncage and ACCS plate	NA	NA
Implant200	Spine, Thoracic:  Danek Pyramesh & Antares	http://orthopaediclist.com/images/uploaded/csp65971-opt.jpg	Pyramesh cage (Danek) and Antares anterior instrumentation (Danek) with posterior Silhouette screws(Spine-Tech)	NA	NA
Implant51	Spine-Tech and Sofamor-Danek	http://orthopaediclist.com/images/uploaded/IMG_0045-opt.jpg	BP-Lordotic cages (SpineTech); Pyramid plate (Sofamor-Danek)	NA	NA
Implant43	Spine-Tech BAK Cage	http://orthopaediclist.com/images/uploaded/DCP00129-opt.jpg	BAK Cages, AP View	NA	NA
Implant46	Spine-Tech BAK Cage	http://orthopaediclist.com/images/uploaded/DCP00161-opt.jpg	BAK cage and Silhouette Pedicle Screws	NA	NA
Implant390	Spine: Lumbar, Artificial Discs:  DePuy Charite	http://orthopaediclist.com/images/uploaded/IMG_134085317-opt.jpg	Charite Artificial Disc	NA	NA
Implant386	Spine: Lumbar, Artificial Discs:  Synthes ProDisc	http://orthopaediclist.com/images/uploaded/ProDisc12335-opt.jpg	ProDisc	NA	NA
Implant391	Spine:Lumbar, Artificial Discs:  DePuy Charite	http://orthopaediclist.com/images/uploaded/IMG_134261862-opt.jpg	Charite Artificial Disc	NA	NA
Implant44	SpineTech BAK	http://orthopaediclist.com/images/uploaded/DCP00154-opt.jpg	BAK and Proximity Device	NA	NA
Implant256	Stainless LCP	http://orthopaediclist.com/images/uploaded/2004-09-14 AP90606-opt.jpg	AP:  Distal femur; 3.5 m Stainless steel locking compression plate (LCP) in 8 year old with pathologic fracture of femur.	NA	NA
Implant257	Stainless LCP	http://orthopaediclist.com/images/uploaded/2004-09-20 Lat 4.3 wks41736-opt.jpg	Lateral:  Distal femur; 3.5 m Stainless steel locking compression plate (LCP) in 8 year old with pathologic fracture of femur.	NA	NA
Implant53	Steffe VSP	http://orthopaediclist.com/images/uploaded/Image8-opt.jpg	Steffe VSP plate	NA	NA
Implant414	Stryker Accolade Stem	http://orthopaediclist.com/images/uploaded/components 00150723-opt.jpg	Accolade Hip Stem (Lateral View)	NA	NA
Implant415	Stryker Accolade Stem	http://orthopaediclist.com/images/uploaded/components 00235580-opt.jpg	Accolade Stem (AP View)	NA	NA
Implant643	Stryker Duracon	http://orthopaediclist.com/images/uploaded/P130018614519-opt.jpg	"Submitted as an unidentified implant by Rob Barinbaum: ""Is this a posterior stabilized or a hinged knee?"" Identified by Paul Golden on 9/3/2010 as a ""Duracon TS by Howmedica/Stryker""."	NA	NA
Implant634	Stryker Precontoured Tibial Plate	http://orthopaediclist.com/images/uploaded/Fig11.20047-opt.jpg	Precontoured medial distal tibial plate on a tibial plafond fracture. Non-locking screws utilized, but locked screws are an option.	NA	NA
Implant412	Stryker Scorpio	http://orthopaediclist.com/images/uploaded/XRAYS 0057658-opt.jpg	Scorpio Knee	NA	NA
Implant413	Stryker Scorpio	http://orthopaediclist.com/images/uploaded/XRAYS 00679105-opt.jpg	Scorpio Knee	NA	NA
Implant20	Stryker Scorpio TS	http://orthopaediclist.com/images/uploaded/Scorpio TS revision TKA-opt.jpg	Scorpio TS Revision TKA	NA	NA
Implant299	Suture Anchors:  Opus Magnum	http://orthopaediclist.com/images/uploaded/Neukranz Opus Magnum Anchor 200412034714-opt.jpg	Opus Magnum Suture Anchor used with the SmartStitch suture device for arthroscopic rotator cuff repair.	NA	NA
Implant80	Synthes Antegrade Nail	http://orthopaediclist.com/images/uploaded/Dirschl Femur 20040303c-opt.jpg	AP View:  Antegrade femoral nail.  Referred for non-union which is further supported by radiolucency around distal locking screws.	NA	NA
Implant81	Synthes Antegrade Nail	http://orthopaediclist.com/images/uploaded/Dirschl Femur 20040303d-opt.jpg	Lateral view. Antegrade femoral nail. Referred for non-union which is further supported by radiolucency around distal locking screws.	NA	NA
Implant278	Synthes Calcaneal Plate	http://orthopaediclist.com/images/uploaded/07-08-02 Lat Heel 6 months post-op50409-opt.jpg	"Lateral of heel with Locking calcaneal plate. Stainless Steel. Note triangle frame in middle and ""tabs"" on distal limb. Locking screws are an option for each hole."	NA	NA
Implant236	Synthes Calcaneous Plate	http://orthopaediclist.com/images/uploaded/Calcaneus,Lat,ORIF33018-opt.jpg	Calcaneous plate. Titanium.	NA	NA
Implant241	Synthes Cannulated Screws	http://orthopaediclist.com/images/uploaded/03-06-01 AP 7 wks healed66819-opt.jpg	7.3 mm Stainless Steel Cannulated screws. Self tapping tip.	NA	NA
Implant297	Synthes Cannulated Screws	http://orthopaediclist.com/images/uploaded/AP and Lat82740-opt.jpg	3.5 mm Cannulated screws for stabilization of LisFranc Fx-Dislocation of midfoot. Note Larger core diameter for cannulation and self-tapping tip and cancellous thread pitch. Compare with 3.5 mm cortical screws.	NA	NA
Implant296	Synthes Cortical Screws	http://orthopaediclist.com/images/uploaded/Oblique ORIF pp78912-opt.jpg	3.5 mm cortical screws for stabilization of LisFranc Fx-Dislocation of mid-foot.	NA	NA
Implant222	Synthes DCS	http://orthopaediclist.com/images/uploaded/05-10-2001 AP 13 wks72874-opt.jpg	Dynamic Condylar Screw (DCS) for fixation of proximal and distal femoral fractures.	NA	NA
Implant60	Synthes DHS	http://orthopaediclist.com/images/uploaded/Gore Synthes Dynamic Hip Compression Plate-opt.jpg	Dynamic Hip Compression Plate / Dynamic Hip Screw	NA	NA
Implant224	Synthes L.I.S.S. Fixateur	http://orthopaediclist.com/images/uploaded/07-19-2002 Lat 6 wks Post Op19397-opt.jpg	L.I.S.S. Fixateur (LAT) for distal femoral fractures. Titanium with unicortical locked screws.	NA	NA
Implant423	Synthes LCP	http://orthopaediclist.com/images/uploaded/dhhs000151590-opt.jpg	Synthes LCP Dynamic Helical Hip System	NA	NA
Implant179	Synthes Locking Plate	http://orthopaediclist.com/images/uploaded/Synthes Locking Plate ankle 20040718378-opt.jpg	Synthes locking plate for lateral malleolus fracture with unstable syndesmosis.	NA	NA
Implant295	Synthes Malleolar Screws	http://orthopaediclist.com/images/uploaded/Screw Oblique view pp69212-opt.jpg	4.5 mm Malleolar screw in 5th MT for treatment of Jones Fx. Note 4.5 mm threads and smooth proximal shaft. Trochar tip is only one of its kind in the AO sets. Used primarily now for pelvic fracture fixation.	NA	NA
Implant269	Synthes Nail	http://orthopaediclist.com/images/uploaded/02-16-2001 AP Healed 262866-opt.jpg	AP Proximal femur (Subtroch Fx) Titanium, Cannulated femoral nail with spiral blade for proximal interlocking. Nail has endcap.	NA	NA
Implant286	Synthes PFN	http://orthopaediclist.com/images/uploaded/AP PFN1311-opt.jpg	PFN Proximal Femoral Nail. Available in Europe. Not released in USA. Two screws proximally.	NA	NA
Implant287	Synthes PFN	http://orthopaediclist.com/images/uploaded/Lat PFN58151-opt.jpg	Lateral of PFN (Proximal Femoral Nail). Available in Europe. Not released in USA. Two screws proximally.	NA	NA
Implant290	Synthes Screws	http://orthopaediclist.com/images/uploaded/2003-03-10 Mortise 6 wks73644-opt.jpg	Mortise view of ankle: 3.5 mm cortical screw as syndesmosis screw. 4.0 mm screw in medial malleolus for interfragmentary compression and 3.5 mm shaft screws, Anterior to Posterior for large Volkman's fragment also for interfragmentary compression. See also Lateral view.	NA	NA
Implant291	Synthes Screws	http://orthopaediclist.com/images/uploaded/2003-03-10 Lat 6 wks99435-opt.jpg	Lateral view of ankle: 3.5 mm cortical screw as syndesmosis screw. 4.0 mm screw in medial malleolus for interfragmentary compression and 3.5 mm shaft screws, Anterior to Posterior for large Volkman's fragment also for Interfragmentary compression. See also Mortise view.	NA	NA
Implant392	Synthes Syncage	http://orthopaediclist.com/images/uploaded/IMG_133864294-opt.jpg	Syncage and Anterior Locking Plate	NA	NA
Implant393	Synthes Syncage	http://orthopaediclist.com/images/uploaded/IMG_133977911-opt.jpg	Syncage and Anterior Locking Plate	NA	NA
Implant211	Synthes TFN	http://orthopaediclist.com/images/uploaded/2004-10-13 AP L Hip 32 wks13536-opt.jpg	Trochanteric Fixation Nail (TFN) AP view. Titanium with helical blade in head. Distal interlocking screws available.	NA	NA
Implant214	Synthes TFN	http://orthopaediclist.com/images/uploaded/2004-03-22 Lat L Hip 6.1 wks Post-Op42965-opt.jpg	Trochanteric Fixation Nail (TFN) Lateral View. For medullary fixation of Intertrochanteric fractures.	NA	NA
Implant284	Synthes Titanium Plate	http://orthopaediclist.com/images/uploaded/2002-11-20 Lat 4 wks76524-opt.jpg	2 mm Titanium plate and 2 mm screws from Modular Hand Set on metacarpal fracture functioning as tension band plate.	NA	NA
Implant387	Synthes TPLIF	http://orthopaediclist.com/images/uploaded/IMG_117644952-opt.jpg	TPLIF titanium spacer	NA	NA
Implant209	Synthes TSP	http://orthopaediclist.com/images/uploaded/TSP in Model AP 218704-opt.jpg	Trochanteric Stabilization Plate (TSP) in plastic bone model. Add on to DHS for unstable 3-4 part intertrochanteric fractures. Privides artificial lateral cortex as buttress to prevent lateral displacement of proximal fragment.	NA	NA
Implant210	Synthes TSP	http://orthopaediclist.com/images/uploaded/TSP in Model Lat 211441-opt.jpg	Trochanteric Stabilization Plate (TSP)(Lateral view) in plastic bone model. Add on to DHS for unstable 3-4 part intertrochanteric fractures. Privides artificial lateral cortex as buttress to prevent lateral displacement of proximal fragment.	NA	NA
Implant67	Synthes Tubular Plate	http://orthopaediclist.com/images/uploaded/Synthes Locking Fibula Plate-opt.jpg	Synthes 1/3 tubular Locking Plate with Norian Cement for pilon Fx.	NA	NA
Implant281	T-Plate	http://orthopaediclist.com/images/uploaded/PA05028925999-opt.jpg	"1.5 mm titanium ""T"" plate with 1.5 mm screws from Modular Hand Set. For comminuted Bennet's fracture."	NA	NA
Implant238	Thompson	http://orthopaediclist.com/images/uploaded/05-31-2001 AP 6 wks57414-opt.jpg	Thompson Hemiarthroplasty prosthesis for femoral neck fractures.	NA	NA
Implant239	Thompson	http://orthopaediclist.com/images/uploaded/05-31-2001 Lat 6 wks89448-opt.jpg	Thompson Hemiarthroplasty prosthesis (Lat) for femoral neck fracture	NA	NA
Implant426	Tibia, Proximal:  B. Braun Blade Plate	http://orthopaediclist.com/images/uploaded/P301000986926-opt.jpg	Blade plate (model # KP 301) implanted 21 years prior by another surgeon for high tibial osteotomy in a man 48 years of age at the time of this x-ray.	NA	NA
Implant156	Tibia, Proximal:  Howmedica Coventry HTO Staple	http://orthopaediclist.com/images/uploaded/QAX 592977-opt.jpg	Coventry HTO (High Tibial Osteotomy) Staple	NA	NA
Implant72	Tibia, Proximal:  Howmedica FirstStep	http://orthopaediclist.com/images/uploaded/DSCN0031-opt.jpg	First Step HTO device. Lateral view. Identified by Mark Hawkins, DuPuy, Charlotte.	NA	NA
Implant73	Tibia, Proximal:  Howmedica FirstStep	http://orthopaediclist.com/images/uploaded/DSCN0030-opt.jpg	First Step HTO device.  AP View.  Identified by Mark Hawkins, DuPuy, Charlotte.	NA	NA
Implant639	Tibia, Proximal:  Precontoured Prox Tib Plate	http://orthopaediclist.com/images/uploaded/8039133_2217669_2_311054130-opt.jpg	Locking lateral precontoured proximal tibial plate used for a bicondylar tibial plateau fracture. Locking screws proximally and conventional screws distally.	NA	NA
Implant638	Tibia, Proximal:  Precontoured Tibial Plateau Plate	http://orthopaediclist.com/images/uploaded/Figure714766-opt.jpg	Posteromedial precontoured plate for use in tibial plateau fractures. Plate is designed specifically to fit posteromedial corner of proximal tibia. (IMN was for an old tibial shaft fracture.)	NA	NA
Implant189	Tibia, Proximal:  Synthes Buttress Plate	http://orthopaediclist.com/images/uploaded/Hinson, Lee 2004072852375-opt.jpg	Synthes Buttress Plate with Locking Screws	NA	NA
Implant163	Tibia, Proximal:  Synthes L. Plate	http://orthopaediclist.com/images/uploaded/OA x-rays 265905-opt.jpg	HTO Fixation with Synthes L Plate	NA	NA
Implant22	Tibia, Proximal:  Synthes Locking Tibial Plate	http://orthopaediclist.com/images/uploaded/Synthes Locking Plateau plate-opt.jpg	Synthes Locking Tibial Plateau Plate (for Bicondylar Fx)	NA	NA
Implant247	Tibia, Proximal:  Synthes Prox Tib Plate	http://orthopaediclist.com/images/uploaded/2002-10-09 AP 12 days56082-opt.jpg	AP Proximal tibia plate. First generation anatomic plates, not locking	NA	NA
Implant248	Tibia, Proximal:  Synthes Prox Tib Plate	http://orthopaediclist.com/images/uploaded/2002-11-06 Lat 6 wks34276-opt.jpg	Lateral of first generation anatomic proximal tibia plates. Not locking.	NA	NA
Implant190	Tibia, Shaft:  Smith & Nephew Ilizarov	http://orthopaediclist.com/images/uploaded/Sefton ex fix 2004072822410-opt.jpg	Ilizarov External Fixation Device	NA	NA
Implant4252	Tibia, Shaft:  Synthes	http://orthopaediclist.com/images/uploaded/xray L19147-opt.jpg	Distal 1/3 tibial fracture reduced and nailed with >75% cortical contact.	NA	NA
Implant276	Tibia, Shaft:  Synthes AO Ex Fix	http://orthopaediclist.com/images/uploaded/slide10.99543-opt.jpg	AO tubular external fixator. 11mm tubular rods with single adjustable clamps and 4.5 mm Schantz half pins. Segmental tibial shaft fracture with severe soft tissue injury.	NA	NA
Implant277	Tibia, Shaft:  Synthes AO Pinless Ex Fix	http://orthopaediclist.com/images/uploaded/slide1427557-opt.jpg	"AO ""pinless"" external fixator. Pins act as ice tongs in cortex but do not extend into or through medullary canal."	NA	NA
Implant294	Tibia, Shaft:  Synthes DCP	http://orthopaediclist.com/images/uploaded/AP and LAt Tibia Plate56477-opt.jpg	AP and Lat tibial non-union with Titanium 3.5 mm Limited Contact Dynamic Compression Plate (LC-DCP) 3.5 mm cortex screws in proximal 4 holes. 3.5 mm shaft screws in middle two (as interfragmentary screws) and 4.0 mm cancellous screws in distal two holes. Note scalloped undersurface of plate for low footprint contact on bone to reduce vascular compromise of cortex.	NA	NA
Implant231	Tibia, Shaft:  Synthes Distal Tibial Plate	http://orthopaediclist.com/images/uploaded/09-21-2002 AP Post-Op80653-opt.jpg	Distal tibia metaphyseal plate, AP	NA	NA
Implant232	Tibia, Shaft:  Synthes Distal Tibial Plate	http://orthopaediclist.com/images/uploaded/09-21-2002 Lat Post-Op85737-opt.jpg	Distal tibia metaphyseal plate. Lateral view.	NA	NA
Implant274	Tibia, Shaft:  Synthes Distal Tibial Plate	http://orthopaediclist.com/images/uploaded/2004-03-31 AP 7.4 weeks11690-opt.jpg	Distal tibial metaphyseal plate.Titanium.  Promal half looks like LC-DCP, distal half thinner and flatter. Pre-contoured. Not locking. First generation anatomic plate for distal tibia. Replaced by newer distal tibia metaphyseal locking plate.  Fibula is 1/3 tubular plate functioning as bridge plate.	NA	NA
Implant275	Tibia, Shaft:  Synthes Distal Tibial Plate	http://orthopaediclist.com/images/uploaded/2004-01-01 Lat Post-Op 2  DOS76392-opt.jpg	Lateral of Distal tibial metaphyseal plate.Titanium.  Proximal half looks like LC-DCP, distal half thinner and flatter. Pre-contoured. Not locking. First generation anatomic plate for distal tibia. Replaced by newer distal tibia metaphyseal locking plate.  Fibula is 1/3 tubular plate functioning as bridge plate.	NA	NA
Implant249	Tibia, Shaft:  Synthes L.I.S.S.	http://orthopaediclist.com/images/uploaded/2004-02-06 AP Long 47.5 wks53929-opt.jpg	AP L.I.S.S.for proximal tibia. Locking unicortical screws.	NA	NA
Implant4251	Tibia, Shaft:  Synthes Nail	http://orthopaediclist.com/images/uploaded/xray26516-opt.jpg	Distal 1/3 tibial fracture reduced and nailed with >75% cortical contact	NA	NA
Implant229	Tibia, Shaft:  Synthes Ti Nail	http://orthopaediclist.com/images/uploaded/AP 12 wks healed pp88210-opt.jpg	Titanium solid tibial nail with interlocking screws.	NA	NA
Implant251	Tibia, Shaft:  Synthes Tibial L.I.S.S.	http://orthopaediclist.com/images/uploaded/08-07-2002 Lat 5.4 wks Post-Op68215-opt.jpg	Lateral Tibial L.I.S.S.	NA	NA
Implant230	Tibia, Shaft:  Synthes Titanium Nail	http://orthopaediclist.com/images/uploaded/Lat 12 wks healed pp50442-opt.jpg	Titanium solid tibial nail with interlocking screws. Lateral view.	NA	NA
Implant235	Tibia, Shaft:  Synthes Universal Tibial Nail	http://orthopaediclist.com/images/uploaded/SS Tibia Rod with Callus5074-opt.jpg	Universal tibial nail. Stainless steel. First Generation nail. Flared top. Clover leag shape, open section anteriorly, tapered tip. Slots distally for derotational wires.  Was intended for femur.	NA	NA
Implant61	Tibia, Shaft:  Zimmer ZMS	http://orthopaediclist.com/images/uploaded/PC060001-opt.jpg	ZMS Tibial Nail	NA	NA
Implant405	Tibial Plate, AP:  Unidentified	http://orthopaediclist.com/images/uploaded/Abspoel tibia, AP 200510196111-opt.jpg	Please identify the name of the plate and the manufacturer.  Not Zimmer per Zimmer.  Not Stryker per Stryker.	NA	NA
Implant404	Tibial Plate, Lat.:  Unidentified	http://orthopaediclist.com/images/uploaded/Abspoel tibia 20051019a7463-opt.jpg	Please identify this plate and the manufacturer.  Not Zimmer per Zimmer.  Not Stryker per Stryker.	NA	NA
Implant207	Titanium Elastic Nail	http://orthopaediclist.com/images/uploaded/2003-09-15 AP 1.5 wks Post-op96696-opt.jpg	AP of Femur, 8 year old male, comminuted femoral shaft fracture. Titanium Elastic Nail. Retrograde insertion. Comes in 2-4 mm diameters.	NA	NA
Implant208	Titanium Elastic Nail	http://orthopaediclist.com/images/uploaded/2003-09-15 Lat 1.5 wks Post-op90565-opt.jpg	Lateral of 8 year old male with comminuted femoral shaft fracture.	NA	NA
Implant193	Tornier Hemiarthroplasty Shoulder Prosthesis	http://orthopaediclist.com/images/uploaded/DSC0302430481-opt.jpg	L shoulder hemiarthroplasty in female with primary osteoarthritis	NA	NA
Implant615	Tornier Reverse TSA	http://orthopaediclist.com/images/uploaded/tornierxrayreverse prosthesis11148-opt.jpg	Reverse Shoulder Tornier prosthesis in cuff arthropathy patient.	NA	NA
Implant624	TranS1 AxiaLIF	http://orthopaediclist.com/images/uploaded/AxiaLIF Immediate Post-Op131720-opt.jpg	IMAGE 1 OF 3:  AP view.  Immediate Post-Op Revision Image.  Pedicle Screws have been removed and AxiaLIF Implanted.	NA	NA
Implant625	TranS1 AxiaLIF	http://orthopaediclist.com/images/uploaded/AxiaLIF Immediate Post-Op291621-opt.jpg	IMAGE 2 OF 3:  Lateral view.  Immediate Post-Op Revision Image.  Pedicle Screws have been removed and AxiaLIF Implanted.	NA	NA
Implant627	TranS1 AxiaLIF	http://orthopaediclist.com/images/uploaded/6-mos. AxiaLIF Post-Op22162-opt.jpg	IMAGE 3 OF 3:  Lateral View. 6-month Post-Op Revision Case with AxiaLIF Implant.	NA	NA
Implant79	Trigen Knee Nail	http://orthopaediclist.com/images/uploaded/Dirschl Femur 20040303b-opt.jpg	Trigen Knee Nail  (lateral view) for antegrade insertion.  Distal interlocks removed at 3 mo. to dynamize nail.	NA	NA
Implant85	Trigen Knee Nail	http://orthopaediclist.com/images/uploaded/Dirschl Femur 20040303a-opt.jpg	Trigen Knee Nail  (AP view) for antegrade insertion.  Distal interlocks removed at 3 mo. to dynamize nail.	NA	NA
Implant188	Trigen Supracondylar Nail	http://orthopaediclist.com/images/uploaded/Smith and Nephew 13 mm Trigen Supracondylar Nail 20040723083-opt.jpg	Trigen Supracondylar Nail, 13 mm	NA	NA
Implant180801	Unidentified Tibial Nail	http://orthopaediclist.com/mm5/graphics/00000001/TibialNailMaimin20180801.jpg	Please help me identify the manufacturer of this tibial nail.  It was inserted in 2004.Request from Dr. Dane Maimin, Newcastle, South Africa	NA	NA
Implant4257	United Ortho U2	http://orthopaediclist.com/images/uploaded/Ortho Alliance A:P43130-opt.jpg	U2 PS   A/P View	NA	NA
Implant4258	United Ortho U2	http://orthopaediclist.com/images/uploaded/Ortho Alliance Lat.25874-opt.jpg	U2 PS   Lat. View	NA	NA
Implant175	Webb Bolt	http://orthopaediclist.com/images/uploaded/Marr Ankle Unknown 200304158160-opt.jpg	Photo submitted by Dr. Marr. Identified by Mark Hawkins as a Webb Bolt.	NA	NA
Implant4274	Wright Medical Axiom	http://orthopaediclist.com/images/uploaded/ap(1)424-opt.jpg	Axiom knee, implanted in early 90s.  Fractured tibia below revision TKA. I thought it might have been a Sigma, but DePuy rep disagreed.	NA	NA
Implant4275	Wright Medical Axiom	http://orthopaediclist.com/images/uploaded/lat67120-opt.jpg	Axiom knee, implanted in early 90s.  Fractured tibia below revision TKA. I thought it might have been a Sigma, but DePuy rep disagreed.	NA	NA
Implant106	Wright Medical Sorbie Total Elbow Prosthesis	http://orthopaediclist.com/images/uploaded/Sorbie AP X-ray-opt.jpg	Sorbie Total Elbow Arthroplasty, AP	NA	NA
Implant194	Wrist Prostheses:  KMI	http://orthopaediclist.com/images/uploaded/DSC0366128982-opt.jpg	3 year follow-up xray after cemented rheumatoid total wrist arthroplasty with 1st generation KMI prosthesis.	NA	NA
Implant195	Wrist Prostheses:  KMI	http://orthopaediclist.com/images/uploaded/revisedtotalwristfluoro43821-opt.jpg	Revised non-cemented rheumatoid total wrist arthroplasty using 2nd generation KMI prosthesis	NA	NA
Implant614	Wrist Prostheses:  SBI	http://orthopaediclist.com/images/uploaded/sbitotalwristlaurent7529-opt.jpg	PA view of SBI total wrist resurfacing arthroplasty in young architect with RA.	NA	NA
Implant177	Wrist Screws & Plates:  Acumed Cannulated Screw	http://orthopaediclist.com/images/uploaded/DSC0367077389-opt.jpg	Young male with scaphoid ORIF via percutaneous dorsal approach using cannulated Acutrak headless compression screw.	NA	NA
Implant191	Wrist Screws & Plates:  AO Cannulated Screw	http://orthopaediclist.com/images/uploaded/bricenopofluoroap24863-opt.jpg	Use of 3.5 AO cannulated screw and k-wires for Radioscapholunate fusion in young rheumatoid athlete from Peru with painful wrist.	NA	NA
